i	j	x	r	mach	theta	press	temp
42	57	1.57334	1.04099	2.1321	15.1016	30.5484	2845.19
43	57	1.59333	1.03642	2.13959	15.0046	30.1669	2837.6
44	57	1.61135	1.03231	2.14624	14.9198	29.8315	2830.87
45	57	1.61615	1.03121	2.14858	14.8793	29.7143	2828.5
46	57	1.62364	1.0295	2.15192	14.8261	29.5481	2825.13
47	57	1.63359	1.02723	2.15609	14.7632	29.3413	2820.91
48	57	1.645	1.02463	2.16043	14.7049	29.1279	2816.54
49	57	1.65925	1.02137	2.16583	14.6327	28.8643	2811.1
50	57	1.67633	1.01747	2.17226	14.5471	28.5533	2804.63
51	57	1.6961	1.01295	2.17962	14.4503	28.2012	2797.24
52	57	1.71863	1.00781	2.18795	14.3415	27.8078	2788.9
53	57	1.74424	1.00197	2.19745	14.2162	27.3652	2779.41
54	57	1.77356	0.995277	2.20853	14.0659	26.8576	2768.36
55	57	1.80742	0.987544	2.22186	13.8746	26.2584	2755.12
56	57	1.85081	0.977607	2.24022	13.5885	25.4541	2736.95
57	57	1.90801	0.964431	2.2655	13.174	24.3846	2712.09
58	57	1.95341	0.953914	2.28362	12.9009	23.6444	2694.38
59	57	2.00895	0.940971	2.30728	12.5185	22.7105	2671.39
60	57	2.05885	0.929267	2.32724	12.2107	21.9503	2652.12
61	57	2.11667	0.915606	2.35142	11.8187	21.0618	2628.93
62	57	2.17179	0.902475	2.37353	11.4694	20.2799	2607.87
63	57	2.23324	0.887704	2.39887	11.055	19.418	2583.9
64	57	2.29395	0.872966	2.42319	10.6623	18.6245	2561.08
65	57	2.36003	0.856746	2.45007	10.2179	17.7841	2536.07
66	57	2.42677	0.840164	2.47667	9.77976	16.9891	2511.53
67	57	2.49841	0.822131	2.5054	9.29809	16.1693	2485.26
68	57	2.57182	0.803382	2.53431	8.81294	15.3834	2459.07
69	57	2.64998	0.783106	2.56511	8.28854	14.5877	2431.46
70	57	2.73089	0.761763	2.59645	7.75249	13.8197	2403.67
71	57	2.81669	0.738714	2.6295	7.17936	13.053	2374.67
72	57	2.90614	0.714212	2.66334	6.58782	12.3118	2345.34
73	57	3.00086	0.687715	2.69878	5.95932	11.5805	2315.01
74	57	3.10016	0.659309	2.73514	5.30623	10.8751	2284.28
75	57	3.20534	0.62849	2.77296	4.61452	10.187	2252.76
76	57	3.3161	0.595191	2.81171	3.89196	9.52737	2220.92
77	57	3.43356	0.558895	2.85165	3.12731	8.89243	2188.6
78	57	3.55775	0.519376	2.89222	2.32492	8.29116	2156.26
79	57	3.68968	0.476048	2.93329	1.4754	7.72429	2124.04
80	57	3.82965	0.428502	2.97392	0.581331	7.20223	2092.68
81	57	3.9787	0.376478	3.00845	0	6.78677	2066.41
82	57	4.12219	0.326002	3.01769	0	6.67982	2059.44

0	58	0.875708	1.23818	1.90212	17.3791	44.6725	3084.62
1	58	0.882272	1.2365	1.90406	17.3646	44.5317	3082.55
2	58	0.898614	1.23234	1.90894	17.3272	44.1799	3077.36
3	58	0.915169	1.22813	1.91393	17.2879	43.8231	3072.06
4	58	0.931937	1.2239	1.91903	17.2466	43.4613	3066.65
5	58	0.948918	1.21962	1.92423	17.2033	43.0947	3061.13
6	58	0.966111	1.21531	1.92954	17.158	42.7233	3055.5
7	58	0.983518	1.21096	1.93496	17.1105	42.3471	3049.76
8	58	1.00114	1.20657	1.94049	17.0609	41.9663	3043.91
9	58	1.01897	1.20215	1.94613	17.009	41.5809	3037.95
10	58	1.03701	1.19768	1.95189	16.9549	41.1912	3031.87
11	58	1.05526	1.19319	1.95776	16.8985	40.7972	3025.68
12	58	1.07313	1.1888	1.9633	16.8498	40.4285	3019.85
13	58	1.09006	1.18466	1.96816	16.816	40.107	3014.73
14	58	1.10718	1.18049	1.97321	16.7778	39.7763	3009.42
15	58	1.1241	1.17638	1.97813	16.742	39.4555	3004.25
16	58	1.14156	1.17215	1.98343	16.6982	39.1136	2998.69
17	58	1.15877	1.168	1.98854	16.6581	38.7855	2993.33
18	58	1.1767	1.1637	1.99414	16.6078	38.4297	2987.47
19	58	1.19415	1.15952	1.9994	16.5647	38.0978	2981.96
20	58	1.21228	1.15519	2.00512	16.5118	37.7402	2975.99
21	58	1.23049	1.15086	2.01087	16.4582	37.3835	2969.99
22	58	1.24859	1.14656	2.01655	16.4059	37.034	2964.06
23	58	1.26739	1.14212	2.02269	16.3439	36.6598	2957.67
24	58	1.28579	1.13778	2.02856	16.2875	36.3055	2951.57
25	58	1.30449	1.13338	2.03463	16.2265	35.9419	2945.26
26	58	1.3238	1.12886	2.04111	16.1568	35.558	2938.55
27	58	1.34254	1.12447	2.04721	16.0948	35.1996	2932.22
28	58	1.36163	1.12002	2.05356	16.0272	34.8302	2925.65
29	58	1.38131	1.11544	2.0603	15.9511	34.442	2918.69
30	58	1.40061	1.11096	2.06681	15.8796	34.0711	2911.98
31	58	1.41986	1.1065	2.0733	15.8078	33.7046	2905.29
32	58	1.43975	1.1019	2.08023	15.7265	33.3175	2898.17
33	58	1.45985	1.09726	2.08732	15.6414	32.9258	2890.89
34	58	1.47898	1.09286	2.09381	15.5682	32.571	2884.24
35	58	1.49891	1.08827	2.10084	15.483	32.1903	2877.04
36	58	1.51924	1.08361	2.10817	15.3911	31.7984	2869.56
37	58	1.53927	1.07901	2.11534	15.3017	31.4189	2862.24
38	58	1.55878	1.07454	2.12222	15.2176	31.0589	2855.24
39	58	1.57894	1.06993	2.12956	15.1231	30.6789	2847.77
40	58	1.59937	1.06526	2.13712	15.0232	30.292	2840.1
41	58	1.61951	1.06065	2.14455	14.925	29.9162	2832.57
42	58	1.63765	1.05651	2.15116	14.839	29.5859	2825.9
43	58	1.64251	1.0554	2.15349	14.7985	29.4703	2823.54
44	58	1.65007	1.05367	2.1568	14.745	29.3065	2820.2
45	58	1.66011	1.05138	2.16095	14.6816	29.1026	2816.02
46	58	1.6716	1.04875	2.16525	14.6227	28.8923	2811.68
47	58	1.68596	1.04547	2.17061	14.5497	28.6327	2806.29
48	58	1.70317	1.04153	2.177	14.4631	28.3263	2799.88
49	58	1.72308	1.03698	2.1843	14.3651	27.9794	2792.55
50	58	1.74576	1.03179	2.19257	14.2549	27.5918	2784.28
51	58	1.77156	1.02589	2.20199	14.1281	27.1558	2774.87
52	58	1.80109	1.01914	2.21299	13.9761	26.6556	2763.92
53	58	1.83521	1.01132	2.22622	13.7831	26.0651	2750.79
54	58	1.87898	1.00127	2.24445	13.4952	25.2721	2732.78
55	58	1.93672	0.987923	2.26955	13.0788	24.2173	2708.12
56	58	1.98247	0.977283	2.28753	12.8037	23.4875	2690.57
57	58	2.03851	0.964172	2.31101	12.4193	22.5663	2667.78
58	58	2.0888	0.952322	2.33081	12.1094	21.8166	2648.68
59	58	2.14711	0.938477	2.35481	11.7153	20.9401	2625.69
60	58	2.20267	0.925174	2.37674	11.3637	20.1688	2604.83
61	58	2.26464	0.910198	2.40188	10.9472	19.3183	2581.08
62	58	2.32582	0.895255	2.42599	10.5523	18.5353	2558.47
63	58	2.39244	0.878801	2.45264	10.1057	17.7058	2533.69
64	58	2.4597	0.86198	2.479	9.66532	16.9211	2509.39
65	58	2.5319	0.84368	2.50747	9.18143	16.1117	2483.37
66	58	2.60588	0.824651	2.53611	8.69401	15.3357	2457.45
67	58	2.68464	0.804067	2.56661	8.16739	14.5499	2430.12
68	58	2.76615	0.782398	2.59764	7.62911	13.7914	2402.62
69	58	2.85258	0.758992	2.63034	7.05381	13.034	2373.94
70	58	2.94267	0.73411	2.66381	6.46014	12.3018	2344.94
71	58	3.03806	0.7072	2.69884	5.82965	11.5793	2314.96
72	58	3.13804	0.67835	2.73476	5.17472	10.8823	2284.6
73	58	3.24392	0.64705	2.77209	4.48145	10.2025	2253.49
74	58	3.35539	0.613234	2.81029	3.75771	9.55083	2222.09
75	58	3.47358	0.576378	2.84961	2.99254	8.92379	2190.24
76	58	3.59851	0.536258	2.88949	2.19059	8.33034	2158.43
77	58	3.7312	0.492282	2.92976	1.34311	7.77141	2126.79
78	58	3.87193	0.444044	2.96947	0.453711	7.25765	2096.09
79	58	4.02139	0.391551	2.99874	0	6.90111	2073.76
80	58	4.12219	0.355962	3.00514	0	6.82555	2068.91

0	59	0.929167	1.25486	1.91794	17.2772	43.5385	3067.8
1	59	0.936918	1.2529	1.92024	17.2583	43.3753	3065.36
2	59	0.953789	1.24867	1.92531	17.2158	43.0189	3059.98
3	59	0.970875	1.24439	1.93048	17.1712	42.6577	3054.5
4	59	0.988177	1.24007	1.93576	17.1246	42.2918	3048.92
5	59	1.00569	1.23572	1.94115	17.0759	41.9213	3043.22
6	59	1.02342	1.23133	1.94665	17.025	41.5461	3037.41
7	59	1.04137	1.2269	1.95226	16.9718	41.1665	3031.48
8	59	1.05953	1.22243	1.95798	16.9165	40.7826	3025.45
9	59	1.0779	1.21793	1.96381	16.8588	40.3944	3019.31
10	59	1.09588	1.21354	1.96931	16.8088	40.0312	3013.51
11	59	1.1129	1.20939	1.97415	16.7736	39.7147	3008.43
12	59	1.13011	1.20522	1.97916	16.7341	39.389	3003.17
13	59	1.14713	1.2011	1.98405	16.6969	39.0732	2998.03
14	59	1.16469	1.19687	1.98931	16.6517	38.7365	2992.52
15	59	1.18199	1.19272	1.99439	16.6103	38.4134	2987.2
16	59	1.20003	1.1884	1.99995	16.5587	38.063	2981.39
17	59	1.21758	1.18421	2.00518	16.5142	37.7362	2975.93
18	59	1.23582	1.17987	2.01086	16.46	37.384	2970
19	59	1.25414	1.17553	2.01657	16.405	37.0327	2964.04
20	59	1.27235	1.17122	2.02222	16.3514	36.6885	2958.16
21	59	1.29127	1.16676	2.02831	16.2881	36.32	2951.82
22	59	1.30978	1.16241	2.03414	16.2303	35.9711	2945.77
23	59	1.3286	1.15799	2.04018	16.168	35.6129	2939.51
24	59	1.34803	1.15345	2.04661	16.097	35.2348	2932.85
25	59	1.36688	1.14905	2.05267	16.0336	34.8818	2926.58
26	59	1.3861	1.14457	2.05898	15.9648	34.5179	2920.06
27	59	1.40591	1.13997	2.06567	15.8874	34.1355	2913.15
28	59	1.42534	1.13547	2.07213	15.8145	33.7702	2906.49
29	59	1.44471	1.13098	2.07858	15.7415	33.4091	2899.86
30	59	1.46474	1.12636	2.08547	15.6589	33.0278	2892.79
31	59	1.48498	1.12169	2.09251	15.5725	32.6419	2885.57
32	59	1.50423	1.11726	2.09895	15.4981	32.2924	2878.98
33	59	1.52429	1.11265	2.10594	15.4116	31.9173	2871.83
34	59	1.54476	1.10795	2.11321	15.3186	31.5312	2864.41
35	59	1.56494	1.10332	2.12033	15.228	31.1572	2857.16
36	59	1.58458	1.09882	2.12716	15.1427	30.8025	2850.21
37	59	1.60488	1.09417	2.13445	15.047	30.428	2842.81
38	59	1.62547	1.08946	2.14196	14.946	30.0468	2835.2
39	59	1.64575	1.08482	2.14934	14.8466	29.6764	2827.73
40	59	1.66402	1.08064	2.1559	14.7596	29.3509	2821.11
41	59	1.66893	1.07952	2.15821	14.719	29.2368	2818.77
42	59	1.67656	1.07778	2.16151	14.6652	29.0753	2815.45
43	59	1.68669	1.07546	2.16563	14.6015	28.8742	2811.31
44	59	1.69826	1.07281	2.1699	14.542	28.667	2807
45	59	1.71273	1.06949	2.17522	14.4682	28.4111	2801.66
46	59	1.73006	1.06552	2.18156	14.3807	28.109	2795.3
47	59	1.75012	1.06093	2.18882	14.2816	27.7671	2788.03
48	59	1.77296	1.0557	2.19702	14.1701	27.3851	2779.84
49	59	1.79893	1.04974	2.20638	14.0419	26.9553	2770.5
50	59	1.82868	1.04292	2.21729	13.8884	26.4622	2759.65
51	59	1.86306	1.03503	2.23043	13.6938	25.88	2746.63
52	59	1.90721	1.02486	2.24853	13.4042	25.0977	2728.76
53	59	1.96549	1.01134	2.27346	12.9861	24.057	2704.3
54	59	2.0116	1.00058	2.29131	12.7091	23.3371	2686.89
55	59	2.06812	0.987301	2.31462	12.3229	22.4281	2664.29
56	59	2.11881	0.975305	2.33427	12.0111	21.6883	2645.36
57	59	2.17762	0.961278	2.35808	11.6151	20.8232	2622.57
58	59	2.23361	0.947802	2.37984	11.2616	20.062	2601.89
59	59	2.29609	0.932621	2.40478	10.8432	19.2224	2578.35
60	59	2.35776	0.917476	2.4287	10.4463	18.4494	2555.95
61	59	2.42492	0.90079	2.45512	9.99782	17.6304	2531.39
62	59	2.4927	0.883731	2.48126	9.55539	16.8554	2507.31
63	59	2.56547	0.865165	2.50948	9.06958	16.0559	2481.54
64	59	2.64001	0.84586	2.53787	8.58019	15.2894	2455.87
65	59	2.71938	0.824971	2.56808	8.05168	14.513	2428.81
66	59	2.8015	0.802979	2.5988	7.5115	13.7636	2401.59
67	59	2.88858	0.779221	2.63118	6.93442	13.0151	2373.21
68	59	2.97932	0.753964	2.6643	6.33902	12.2914	2344.52
69	59	3.07539	0.726645	2.69894	5.70699	11.5773	2314.87
70	59	3.17606	0.697359	2.73443	5.05069	10.8884	2284.88
71	59	3.28266	0.665585	2.77129	4.3564	10.2165	2254.14
72	59	3.39487	0.631261	2.80898	3.63207	9.57247	2223.16
73	59	3.51381	0.593855	2.84772	2.86702	8.95297	2191.76
74	59	3.63951	0.553145	2.88694	2.06621	8.367	2160.44
75	59	3.77299	0.508534	2.92647	1.22156	7.81569	2129.36
76	59	3.91453	0.459621	2.9653	0.337661	7.30988	2099.29
77	59	4.06423	0.406733	2.98927	0	7.01448	2080.96
78	59	4.12219	0.386197	2.99288	0	6.97103	2078.21

0	60	0.983095	1.27157	1.93358	17.1638	42.4424	3051.22
1	60	0.992918	1.26913	1.93652	17.1376	42.2393	3048.11
2	60	1.01033	1.26481	1.94177	17.0898	41.8787	3042.56
3	60	1.02795	1.26045	1.94713	17.0399	41.5135	3036.9
4	60	1.0458	1.25606	1.95259	16.9878	41.1438	3031.13
5	60	1.06386	1.25162	1.95817	16.9335	40.7697	3025.25
6	60	1.08213	1.24715	1.96386	16.8769	40.3913	3019.26
7	60	1.10062	1.24264	1.96966	16.818	40.0088	3013.16
8	60	1.11871	1.23824	1.97513	16.7668	39.6509	3007.41
9	60	1.13582	1.23409	1.97993	16.7303	39.3391	3002.36
10	60	1.15312	1.22991	1.98491	16.6895	39.0183	2997.14
11	60	1.17023	1.22579	1.98977	16.651	38.7071	2992.04
12	60	1.18789	1.22155	1.995	16.6046	38.3755	2986.57
13	60	1.20529	1.21738	2.00005	16.5619	38.0572	2981.29
14	60	1.22344	1.21305	2.00557	16.509	37.7119	2975.52
15	60	1.24108	1.20886	2.01076	16.4632	37.39	2970.1
16	60	1.25944	1.2045	2.0164	16.4078	37.043	2964.22
17	60	1.27786	1.20015	2.02208	16.3515	36.6969	2958.31
18	60	1.29618	1.19583	2.02769	16.2966	36.3578	2952.48
19	60	1.31522	1.19135	2.03375	16.232	35.9947	2946.18
20	60	1.33384	1.18698	2.03953	16.173	35.6509	2940.18
21	60	1.35277	1.18255	2.04553	16.1095	35.298	2933.97
22	60	1.37233	1.17798	2.05192	16.0373	34.9254	2927.35
23	60	1.3913	1.17356	2.05794	15.9726	34.5775	2921.13
24	60	1.41064	1.16907	2.06421	15.9025	34.219	2914.66
25	60	1.43058	1.16444	2.07086	15.8239	33.8421	2907.81
26	60	1.45013	1.15991	2.07728	15.7499	33.4821	2901.21
27	60	1.46963	1.15541	2.08368	15.6756	33.1263	2894.62
28	60	1.48979	1.15075	2.09052	15.5919	32.7504	2887.61
29	60	1.51017	1.14606	2.09751	15.5043	32.37	2880.45
30	60	1.52954	1.1416	2.10391	15.4287	32.0256	2873.9
31	60	1.54974	1.13695	2.11085	15.3411	31.6558	2866.82
32	60	1.57035	1.13222	2.11807	15.2469	31.2752	2859.45
33	60	1.59067	1.12756	2.12515	15.1552	30.9066	2852.25
34	60	1.61044	1.12303	2.13193	15.0688	30.5569	2845.36
35	60	1.63089	1.11835	2.13917	14.972	30.1878	2838.02
36	60	1.65162	1.1136	2.14663	14.8699	29.8118	2830.47
37	60	1.67205	1.10892	2.15396	14.7695	29.4467	2823.06
38	60	1.69044	1.10471	2.16048	14.6816	29.1257	2816.49
39	60	1.69541	1.10358	2.16278	14.6408	29.0131	2814.17
40	60	1.70311	1.10181	2.16605	14.5869	28.8537	2810.88
41	60	1.71333	1.09947	2.17014	14.5228	28.6554	2806.76
42	60	1.72499	1.0968	2.17439	14.4627	28.451	2802.49
43	60	1.73956	1.09345	2.17967	14.3882	28.1987	2797.19
44	60	1.75701	1.08945	2.18597	14.2998	27.9008	2790.88
45	60	1.77721	1.08481	2.19317	14.1997	27.5636	2783.68
46	60	1.80021	1.07953	2.20132	14.0871	27.187	2775.55
47	60	1.82637	1.07353	2.21061	13.9576	26.7631	2766.29
48	60	1.85632	1.06664	2.22144	13.8026	26.2768	2755.53
49	60	1.89097	1.05866	2.23449	13.6065	25.7025	2742.61
50	60	1.9355	1.04837	2.25246	13.3155	24.9305	2724.89
51	60	1.99431	1.03469	2.27723	12.8959	23.9031	2700.62
52	60	2.04078	1.02381	2.29495	12.6171	23.1927	2683.35
53	60	2.09779	1.01036	2.3181	12.2293	22.2953	2660.93
54	60	2.14888	0.99822	2.3376	11.9157	21.5651	2642.16
55	60	2.20818	0.98401	2.36124	11.5181	20.7109	2619.56
56	60	2.26462	0.970362	2.38283	11.1628	19.9593	2599.05
57	60	2.32761	0.954978	2.40758	10.7427	19.1301	2575.71
58	60	2.38976	0.939631	2.43131	10.344	18.3666	2553.5
59	60	2.45746	0.922714	2.45753	9.89386	17.5576	2529.16
60	60	2.52577	0.905419	2.48345	9.44967	16.7919	2505.3
61	60	2.59912	0.88659	2.51144	8.96219	16.0019	2479.77
62	60	2.67423	0.86701	2.53958	8.47111	15.2445	2454.33
63	60	2.75421	0.845819	2.56952	7.941	14.4771	2427.53
64	60	2.83694	0.823509	2.59996	7.39924	13.7363	2400.57
65	60	2.92467	0.799402	2.63202	6.8207	12.9963	2372.48
66	60	3.01607	0.773774	2.6648	6.22394	12.2808	2344.09
67	60	3.11284	0.746052	2.69907	5.59075	11.5747	2314.76
68	60	3.21422	0.716335	2.73416	4.9335	10.8935	2285.11
69	60	3.32155	0.684094	2.77058	4.23864	10.2291	2254.74
70	60	3.4345	0.64927	2.80777	3.51422	9.59248	2224.14
71	60	3.55423	0.611323	2.84596	2.74984	8.98022	2193.17
72	60	3.68072	0.570034	2.88456	1.95078	8.40143	2162.33
73	60	3.81503	0.524801	2.92338	1.10959	7.85741	2131.77
74	60	3.95739	0.475229	2.9614	0.231848	7.35921	2102.29
75	60	4.10721	0.422015	2.98029	0	7.12373	2087.81
76	60	4.12219	0.41669	2.98119	0	7.11269	2087.12

0	61	1.03747	1.2883	1.94906	17.0396	41.3826	3034.86
1	61	1.05029	1.28515	1.95291	17.0027	41.1227	3030.8
2	61	1.06824	1.28075	1.95834	16.9495	40.7582	3025.07
3	61	1.08642	1.27631	1.96389	16.894	40.3894	3019.23
4	61	1.10481	1.27183	1.96954	16.8363	40.0163	3013.28
5	61	1.12342	1.2673	1.97531	16.7763	39.6392	3007.22
6	61	1.14161	1.2629	1.98074	16.7239	39.2864	3001.51
7	61	1.15881	1.25874	1.98552	16.6862	38.9791	2996.5
8	61	1.17621	1.25455	1.99046	16.6442	38.663	2991.32
9	61	1.19341	1.25043	1.9953	16.6044	38.3563	2986.26
10	61	1.21117	1.24618	2.00049	16.5568	38.0294	2980.83
11	61	1.22867	1.242	2.00551	16.5129	37.7158	2975.58
12	61	1.24692	1.23766	2.011	16.4588	37.3755	2969.85
13	61	1.26466	1.23346	2.01615	16.4118	37.0582	2964.48
14	61	1.28312	1.22909	2.02176	16.3552	36.7162	2958.64
15	61	1.30165	1.22472	2.0274	16.2978	36.3751	2952.77
16	61	1.32008	1.22038	2.03297	16.2417	36.0408	2946.98
17	61	1.33924	1.21589	2.03899	16.1759	35.6829	2940.74
18	61	1.35796	1.2115	2.04474	16.1158	35.344	2934.78
19	61	1.37701	1.20705	2.0507	16.051	34.9961	2928.61
20	61	1.3967	1.20246	2.05705	15.9777	34.6288	2922.05
21	61	1.41578	1.19802	2.06303	15.9119	34.2859	2915.87
22	61	1.43524	1.19351	2.06926	15.8406	33.9324	2909.46
23	61	1.45531	1.18885	2.07587	15.7608	33.5608	2902.65
24	61	1.47499	1.1843	2.08224	15.6856	33.2059	2896.1
25	61	1.49461	1.17977	2.08861	15.6103	32.8551	2889.57
26	61	1.5149	1.17509	2.0954	15.5254	32.4845	2882.61
27	61	1.53542	1.17036	2.10235	15.4367	32.1094	2875.5
28	61	1.55491	1.16588	2.10871	15.36	31.7698	2869.01
29	61	1.57525	1.1612	2.1156	15.2713	31.4052	2861.98
30	61	1.59601	1.15644	2.12278	15.1761	31.0298	2854.67
31	61	1.61646	1.15174	2.1298	15.0833	30.6663	2847.53
32	61	1.63636	1.14718	2.13654	14.9959	30.3214	2840.69
33	61	1.65695	1.14246	2.14374	14.8981	29.9573	2833.4
34	61	1.67783	1.13768	2.15115	14.795	29.5865	2825.91
35	61	1.69841	1.13296	2.15843	14.6937	29.2263	2818.56
36	61	1.71693	1.12872	2.1649	14.6048	28.9097	2812.04
37	61	1.72195	1.12757	2.16718	14.564	28.7986	2809.74
38	61	1.72972	1.12578	2.17044	14.5098	28.6412	2806.47
39	61	1.74003	1.12342	2.17451	14.4454	28.4455	2802.38
40	61	1.75177	1.12072	2.17872	14.3848	28.2439	2798.14
41	61	1.76644	1.11735	2.18397	14.3096	27.9949	2792.88
42	61	1.78403	1.11331	2.19023	14.2205	27.7011	2786.62
43	61	1.80436	1.10863	2.19738	14.1194	27.3684	2779.48
44	61	1.82752	1.10331	2.20547	14.0057	26.9968	2771.41
45	61	1.85386	1.09724	2.2147	13.875	26.5787	2762.23
46	61	1.88403	1.09029	2.22546	13.7186	26.0988	2751.55
47	61	1.91894	1.08223	2.23841	13.5212	25.532	2738.73
48	61	1.96384	1.07183	2.25627	13.2289	24.7699	2721.15
49	61	2.02319	1.05798	2.28087	12.8079	23.7553	2697.06
50	61	2.07002	1.04697	2.29847	12.5275	23.054	2679.93
51	61	2.12752	1.03335	2.32146	12.1383	22.1677	2657.69
52	61	2.179	1.02107	2.34083	11.8231	21.4466	2639.07
53	61	2.2388	1.00668	2.3643	11.424	20.6028	2616.64
54	61	2.29568	0.992857	2.38573	11.0671	19.8604	2596.31
55	61	2.35918	0.977269	2.4103	10.6455	19.0411	2573.16
56	61	2.42182	0.961721	2.43385	10.2452	18.2868	2551.14
57	61	2.49006	0.944575	2.45987	9.79363	17.4872	2527.01
58	61	2.55891	0.927047	2.48558	9.34789	16.7305	2503.35
59	61	2.63283	0.907956	2.51334	8.85898	15.9496	2478.04
60	61	2.70852	0.888104	2.54124	8.36645	15.2008	2452.84
61	61	2.78911	0.866613	2.57093	7.83499	14.442	2426.28
62	61	2.87247	0.843987	2.60109	7.29192	13.7095	2399.58
63	61	2.96085	0.819535	2.63285	6.71223	12.9777	2371.76
64	61	3.05293	0.79354	2.66531	6.11442	12.27	2343.65
65	61	3.1504	0.76542	2.69922	5.48041	11.5716	2314.63
66	61	3.25249	0.735278	2.73393	4.82258	10.8978	2285.3
67	61	3.36057	0.702576	2.76993	4.12756	10.2407	2255.28
68	61	3.4743	0.667259	2.80665	3.40347	9.61104	2225.06
69	61	3.59482	0.62878	2.84432	2.64022	9.00573	2194.5
70	61	3.72213	0.586921	2.88233	1.8434	8.43383	2164.1
71	61	3.85727	0.541079	2.92048	1.00621	7.89683	2134.04
72	61	4.0005	0.490861	2.95772	0.135126	7.40594	2105.12
73	61	4.12219	0.447424	2.96922	0.0253613	7.26073	2096.28

0	62	1.0923	1.30504	1.96437	16.9055	40.3576	3018.72
1	62	1.10906	1.30096	1.96942	16.8537	40.0244	3013.4
2	62	1.12756	1.29647	1.97504	16.7949	39.6564	3007.49
3	62	1.14629	1.29193	1.98077	16.7338	39.2845	3001.47
4	62	1.16459	1.28752	1.98618	16.6803	38.9366	2995.8
5	62	1.18187	1.28336	1.99092	16.6414	38.6337	2990.83
6	62	1.19937	1.27916	1.99584	16.5983	38.322	2985.69
7	62	1.21666	1.27502	2.00064	16.5574	38.0197	2980.66
8	62	1.23452	1.27077	2.0058	16.5086	37.6974	2975.27
9	62	1.25211	1.26658	2.01079	16.4636	37.3882	2970.07
10	62	1.27047	1.26223	2.01625	16.4084	37.0526	2964.38
11	62	1.2883	1.25801	2.02137	16.3602	36.7398	2959.04
12	62	1.30688	1.25363	2.02694	16.3025	36.4026	2953.25
13	62	1.32552	1.24924	2.03255	16.244	36.0662	2947.43
14	62	1.34405	1.24489	2.03809	16.1867	35.7366	2941.68
15	62	1.36332	1.24038	2.04407	16.1199	35.3836	2935.48
16	62	1.38216	1.23597	2.04978	16.0586	35.0495	2929.56
17	62	1.40132	1.2315	2.0557	15.9927	34.7065	2923.44
18	62	1.42113	1.22689	2.06201	15.9183	34.3441	2916.93
19	62	1.44033	1.22243	2.06796	15.8514	34.006	2910.8
20	62	1.45991	1.21789	2.07414	15.779	33.6574	2904.43
21	62	1.48011	1.21321	2.08071	15.6982	33.2909	2897.68
22	62	1.49991	1.20864	2.08705	15.6219	32.9408	2891.17
23	62	1.51965	1.20408	2.09337	15.5455	32.5948	2884.69
24	62	1.54008	1.19937	2.10012	15.4596	32.2292	2877.78
25	62	1.56073	1.19461	2.10703	15.3699	31.8592	2870.72
26	62	1.58035	1.1901	2.11334	15.2921	31.5242	2864.28
27	62	1.60082	1.18539	2.12019	15.2024	31.1645	2857.3
28	62	1.62172	1.18059	2.12732	15.1062	30.7942	2850.05
29	62	1.64231	1.17587	2.1343	15.0125	30.4355	2842.96
30	62	1.66234	1.17127	2.141	14.924	30.0953	2836.17
31	62	1.68308	1.16651	2.14815	14.8254	29.7361	2828.94
32	62	1.70411	1.16169	2.15551	14.7213	29.3701	2821.5
33	62	1.72482	1.15694	2.16274	14.6191	29.0147	2814.21
34	62	1.74348	1.15266	2.16917	14.5294	28.7023	2807.74
35	62	1.74855	1.15149	2.17145	14.4885	28.5925	2805.45
36	62	1.75639	1.14969	2.17468	14.4342	28.4371	2802.2
37	62	1.76678	1.1473	2.17872	14.3694	28.2439	2798.14
38	62	1.77861	1.14458	2.18292	14.3083	28.0449	2793.94
39	62	1.79339	1.14118	2.18813	14.2325	27.7992	2788.72
40	62	1.81109	1.13711	2.19434	14.1426	27.5092	2782.51
41	62	1.83157	1.13239	2.20145	14.0407	27.1809	2775.41
42	62	1.85489	1.12701	2.20948	13.926	26.8141	2767.41
43	62	1.88141	1.1209	2.21865	13.7941	26.4014	2758.3
44	62	1.91179	1.11388	2.22934	13.6366	25.9278	2747.7
45	62	1.94696	1.10574	2.24221	13.4379	25.3681	2734.99
46	62	1.99224	1.09521	2.25995	13.1443	24.6155	2717.53
47	62	2.05212	1.0812	2.2844	12.7221	23.6132	2693.62
48	62	2.09931	1.07006	2.30188	12.4403	22.9205	2676.62
49	62	2.1573	1.05628	2.32472	12.0498	22.0448	2654.55
50	62	2.20918	1.04385	2.34395	11.7331	21.3325	2636.08
51	62	2.26947	1.02928	2.36726	11.3327	20.4987	2613.83
52	62	2.32679	1.01529	2.38854	10.9744	19.765	2593.65
53	62	2.39082	0.999498	2.41294	10.5515	18.9553	2570.69
54	62	2.45394	0.98375	2.43631	10.1498	18.2097	2548.85
55	62	2.52273	0.966377	2.46213	9.6969	17.4192	2524.91
56	62	2.59211	0.948615	2.48765	9.24981	16.671	2501.46
57	62	2.66661	0.929265	2.51519	8.75967	15.8989	2476.36
58	62	2.74287	0.909143	2.54286	8.2659	15.1583	2451.38
59	62	2.82409	0.887354	2.5723	7.73334	14.4079	2425.06
60	62	2.90807	0.864415	2.6022	7.18921	13.6832	2398.6
61	62	2.99712	0.839622	2.63367	6.60862	12.9593	2371.04
