i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
39	8	0.118698	0.788313	1.11557	1.41389	139.723	3930.85	0.0022293	3.67492
40	8	0.123692	0.778825	1.11623	1.41696	139.612	3930.18	0.0022279	3.58593
41	8	0.128788	0.769175	1.11697	1.41873	139.487	3929.43	0.00222633	3.49653
42	8	0.133984	0.759368	1.11779	1.41924	139.348	3928.6	0.00222459	3.40684
43	8	0.139279	0.749411	1.11868	1.41855	139.196	3927.69	0.00222268	3.31695
44	8	0.144673	0.739309	1.11965	1.4167	139.032	3926.71	0.00222062	3.22699
45	8	0.150163	0.729068	1.12069	1.41373	138.856	3925.65	0.00221841	3.13705
46	8	0.15575	0.718694	1.1218	1.40969	138.669	3924.53	0.00221605	3.04723
47	8	0.161431	0.708192	1.12297	1.4046	138.471	3923.34	0.00221356	2.95764
48	8	0.167206	0.697569	1.12421	1.3985	138.263	3922.08	0.00221094	2.86837
49	8	0.173073	0.686829	1.1255	1.3914	138.045	3920.76	0.00220819	2.77952
50	8	0.17903	0.675979	1.12685	1.38333	137.817	3919.39	0.00220532	2.69117
51	8	0.185077	0.665024	1.12827	1.37427	137.579	3917.95	0.00220233	2.60343
52	8	0.191211	0.653969	1.12973	1.36424	137.333	3916.46	0.00219922	2.51636
53	8	0.197432	0.64282	1.13125	1.35322	137.077	3914.9	0.00219599	2.43007
54	8	0.203737	0.631582	1.13283	1.34119	136.813	3913.3	0.00219265	2.34461
55	8	0.210126	0.620261	1.13446	1.32811	136.539	3911.63	0.0021892	2.26008
56	8	0.216596	0.608861	1.13615	1.31396	136.256	3909.91	0.00218563	2.17655
57	8	0.223147	0.597389	1.13789	1.29867	135.965	3908.13	0.00218195	2.09408
58	8	0.229776	0.585848	1.13969	1.28218	135.664	3906.29	0.00217815	2.01274
59	8	0.236482	0.574245	1.14155	1.26444	135.354	3904.39	0.00217423	1.9326
60	8	0.243262	0.562584	1.14346	1.24535	135.034	3902.43	0.00217018	1.85372
61	8	0.250117	0.550871	1.14544	1.22484	134.705	3900.4	0.00216601	1.77615
62	8	0.257043	0.539109	1.14748	1.20281	134.366	3898.31	0.00216171	1.69995
63	8	0.264039	0.527304	1.14959	1.17916	134.016	3896.15	0.00215728	1.62518
64	8	0.271103	0.515462	1.15176	1.15377	133.656	3893.92	0.00215272	1.55187
65	8	0.278234	0.503586	1.154	1.12653	133.285	3891.62	0.00214801	1.48009
66	8	0.285429	0.491682	1.15631	1.09731	132.903	3889.25	0.00214316	1.40986
67	8	0.292688	0.479753	1.15869	1.06597	132.509	3886.8	0.00213816	1.34124
68	8	0.300007	0.467806	1.16114	1.03239	132.104	3884.27	0.00213302	1.27425
69	8	0.307385	0.455843	1.16367	0.99641	131.687	3881.66	0.00212771	1.20893
70	8	0.31482	0.443871	1.16628	0.957878	131.258	3878.97	0.00212226	1.14531
71	8	0.32231	0.431892	1.16897	0.916633	130.817	3876.19	0.00211664	1.08341
72	8	0.329853	0.419913	1.17174	0.872506	130.364	3873.33	0.00211086	1.02327
73	8	0.337447	0.407936	1.17459	0.825317	129.898	3870.39	0.00210492	0.964907
74	8	0.345089	0.395966	1.17752	0.774878	129.42	3867.35	0.00209882	0.908334
75	8	0.352777	0.384007	1.18053	0.720985	128.929	3864.23	0.00209255	0.853569
76	8	0.360508	0.372064	1.18363	0.663422	128.426	3861.02	0.00208611	0.800626
77	8	0.36828	0.36014	1.18681	0.601953	127.91	3857.72	0.00207951	0.749514
78	8	0.376086	0.348238	1.18937	0.554873	127.495	3855.05	0.0020742	0.700225
79	8	0.383865	0.336429	1.19082	0.536083	127.261	3853.55	0.0020712	0.653002
80	8	0.39161	0.324716	1.1925	0.510811	126.99	3851.8	0.00206773	0.607802
81	8	0.399329	0.313081	1.19393	0.491532	126.759	3850.31	0.00206476	0.564519
82	8	0.407075	0.30145	1.19585	0.459177	126.45	3848.31	0.00206079	0.522862
83	8	0.414817	0.289869	1.19741	0.43583	126.2	3846.69	0.00205758	0.48298
84	8	0.422599	0.278272	1.19961	0.394453	125.845	3844.39	0.00205303	0.444648
85	8	0.430375	0.26673	1.20119	0.369013	125.593	3842.75	0.00204979	0.408085
86	8	0.438184	0.255182	1.20338	0.326162	125.242	3840.47	0.00204528	0.373086
87	8	0.446006	0.243663	1.20551	0.283317	124.901	3838.24	0.00204089	0.339758
88	8	0.453831	0.232184	1.20741	0.245005	124.596	3836.25	0.00203697	0.308111
89	8	0.461677	0.220721	1.20995	0.1877	124.191	3833.59	0.00203176	0.278069
90	8	0.469518	0.20931	1.21191	0.143773	123.88	3831.55	0.00202775	0.249711
91	8	0.477361	0.197936	1.21408	0.0914235	123.534	3829.27	0.00202328	0.222976
92	8	0.485206	0.186605	1.21682	0.020403	123.1	3826.41	0.00201768	0.197865
93	8	0.493045	0.175346	1.21992	0	122.609	3823.16	0.00201135	0.174415
94	8	0.500892	0.164178	1.22443	0	121.897	3818.43	0.00200214	0.152627
95	8	0.508755	0.153127	1.23019	0	120.99	3812.37	0.00199041	0.132513
96	8	0.516635	0.142214	1.2367	0	119.972	3805.53	0.00197721	0.114063
97	8	0.524531	0.131449	1.24366	0	118.888	3798.19	0.00196312	0.0972412
98	8	0.532439	0.12084	1.25092	0	117.763	3790.52	0.00194848	0.0819972
99	8	0.540355	0.110393	1.2584	0	116.611	3782.61	0.00193346	0.0682754
100	8	0.548274	0.10011	1.26604	0	115.442	3774.51	0.00191818	0.0560163
101	8	0.556191	0.0899952	1.27381	0	114.26	3766.26	0.0019027	0.0451588
102	8	0.5641	0.0800515	1.28169	0	113.069	3757.88	0.00188706	0.035641
103	8	0.571994	0.0702817	1.28966	0	111.871	3749.39	0.00187131	0.0274007
104	8	0.579868	0.0606887	1.29773	0	110.669	3740.78	0.00185546	0.0203753
105	8	0.587713	0.0512757	1.30586	0	109.464	3732.09	0.00183953	0.0145026
106	8	0.595522	0.0420459	1.31406	0	108.258	3723.31	0.00182356	0.00972017
107	8	0.603276	0.0330173	1.32232	0	107.053	3714.45	0.00180755	0.00597116
108	8	0.610413	0.0248276	1.3305	0	105.868	3705.67	0.00179177	0.0033604
109	8	0.611259	0.0238695	1.33825	0	104.753	3697.34	0.0017769	0.00310423
110	8	0.61322	0.0216775	1.34509	0	103.775	3689.98	0.00176382	0.00255795
111	8	0.616337	0.0182281	1.35057	0	102.997	3684.08	0.0017534	0.00180702
112	8	0.620657	0.0134837	1.35433	0	102.465	3680.02	0.00174627	0.000988086
113	8	0.626202	0.00742171	1.3562	0	102.2	3678	0.00174271	0.000299258
114	8	0.633001	0	1.3562	0	102.2	3678	0.00174271	0

0	9	0.00819515	1.00004	1.14865	0.586945	134.171	3897.11	0.00215925	5.9328
1	9	0.00918418	0.998331	1.14776	0.609412	134.32	3898.03	0.00216113	5.91261
2	9	0.0102776	0.996435	1.14679	0.633746	134.481	3899.02	0.00216318	5.89027
3	9	0.0114756	0.994352	1.14575	0.659807	134.654	3900.09	0.00216537	5.86577
4	9	0.0127783	0.992081	1.14465	0.687449	134.837	3901.21	0.00216768	5.8391
5	9	0.0141858	0.989621	1.14349	0.716515	135.029	3902.4	0.00217012	5.81025
6	9	0.0156983	0.986968	1.14229	0.746846	135.23	3903.63	0.00217266	5.77921
7	9	0.0173161	0.984121	1.14105	0.778276	135.437	3904.9	0.00217528	5.74598
8	9	0.0190392	0.981079	1.13977	0.810636	135.65	3906.2	0.00217797	5.71055
9	9	0.020868	0.977838	1.13847	0.843753	135.867	3907.53	0.00218072	5.67292
10	9	0.0228027	0.974398	1.13716	0.877455	136.088	3908.88	0.0021835	5.63308
11	9	0.0248435	0.970756	1.13583	0.911568	136.31	3910.23	0.00218631	5.59103
12	9	0.0269907	0.96691	1.1345	0.945922	136.532	3911.59	0.00218911	5.54677
13	9	0.0292446	0.962858	1.13319	0.980348	136.753	3912.93	0.0021919	5.5003
14	9	0.0316055	0.958598	1.13188	1.01468	136.972	3914.26	0.00219466	5.45163
15	9	0.0340737	0.954128	1.1306	1.04876	137.186	3915.57	0.00219737	5.40076
16	9	0.0366493	0.949446	1.12936	1.08243	137.396	3916.84	0.00220001	5.34771
17	9	0.0393329	0.944551	1.12815	1.11555	137.599	3918.07	0.00220257	5.2925
18	9	0.0421245	0.939441	1.12699	1.14797	137.794	3919.25	0.00220503	5.23514
19	9	0.0450246	0.934116	1.12588	1.17957	137.981	3920.38	0.00220738	5.17566
20	9	0.0480333	0.928574	1.12484	1.21022	138.157	3921.44	0.0022096	5.11409
21	9	0.0511508	0.922814	1.12386	1.23981	138.322	3922.43	0.00221167	5.05046
22	9	0.0543775	0.916837	1.12295	1.26823	138.474	3923.35	0.0022136	4.98482
23	9	0.0577134	0.910643	1.12213	1.29541	138.614	3924.19	0.00221535	4.91722
24	9	0.0611586	0.904231	1.12139	1.32125	138.739	3924.95	0.00221693	4.84771
25	9	0.0647134	0.897603	1.12073	1.3457	138.85	3925.61	0.00221832	4.77634
26	9	0.0683777	0.89076	1.12017	1.36868	138.945	3926.19	0.00221952	4.70318
27	9	0.0721515	0.883704	1.1197	1.39016	139.025	3926.66	0.00222052	4.62831
28	9	0.0760348	0.876436	1.11932	1.4101	139.088	3927.04	0.00222132	4.5518
29	9	0.0800274	0.868959	1.11905	1.42847	139.135	3927.32	0.0022219	4.47373
30	9	0.0841291	0.861276	1.11887	1.44527	139.164	3927.5	0.00222228	4.39419
31	9	0.0883397	0.85339	1.11879	1.46048	139.177	3927.58	0.00222244	4.31327
32	9	0.0926588	0.845305	1.11882	1.47412	139.173	3927.56	0.00222239	4.23107
33	9	0.0970861	0.837024	1.11894	1.4862	139.153	3927.43	0.00222213	4.14768
34	9	0.101621	0.828553	1.11916	1.49674	139.115	3927.21	0.00222166	4.06321
35	9	0.106263	0.819894	1.11948	1.50576	139.062	3926.89	0.00222099	3.97776
36	9	0.111011	0.811054	1.11989	1.51332	138.993	3926.47	0.00222012	3.89145
37	9	0.115866	0.802038	1.12039	1.51944	138.908	3925.96	0.00221905	3.80437
38	9	0.120825	0.792849	1.12098	1.52417	138.808	3925.36	0.0022178	3.71663
39	9	0.125888	0.783494	1.12165	1.52757	138.694	3924.68	0.00221636	3.62835
40	9	0.131054	0.773979	1.12241	1.52967	138.566	3923.91	0.00221475	3.53964
41	9	0.136323	0.764307	1.12325	1.53053	138.425	3923.06	0.00221297	3.45059
42	9	0.141693	0.754486	1.12416	1.5302	138.271	3922.13	0.00221103	3.36132
43	9	0.147162	0.744521	1.12515	1.52873	138.104	3921.12	0.00220894	3.27193
44	9	0.152731	0.734417	1.12621	1.52615	137.926	3920.05	0.00220669	3.18253
45	9	0.158397	0.724181	1.12733	1.52251	137.737	3918.9	0.00220431	3.09321
46	9	0.164159	0.713816	1.12852	1.51784	137.537	3917.69	0.00220179	3.00408
47	9	0.170016	0.70333	1.12977	1.51218	137.326	3916.42	0.00219914	2.91523
48	9	0.175967	0.692728	1.13108	1.50554	137.106	3915.08	0.00219636	2.82675
49	9	0.18201	0.682014	1.13245	1.49794	136.876	3913.68	0.00219345	2.73873
50	9	0.188143	0.671196	1.13388	1.48938	136.637	3912.23	0.00219043	2.65127
51	9	0.194366	0.660277	1.13536	1.47987	136.388	3910.71	0.00218729	2.56444
52	9	0.200676	0.649263	1.1369	1.46939	136.13	3909.14	0.00218404	2.47833
53	9	0.207073	0.63816	1.1385	1.45791	135.864	3907.51	0.00218067	2.39302
54	9	0.213554	0.626972	1.14015	1.44543	135.588	3905.82	0.00217719	2.30858
55	9	0.220118	0.615705	1.14185	1.43188	135.303	3904.08	0.00217359	2.22509
56	9	0.226763	0.604364	1.14361	1.41723	135.01	3902.28	0.00216987	2.14261
57	9	0.233488	0.592954	1.14543	1.40142	134.707	3900.41	0.00216604	2.06122
58	9	0.240291	0.581479	1.14731	1.38438	134.395	3898.49	0.00216209	1.98098
59	9	0.24717	0.569946	1.14924	1.36603	134.073	3896.51	0.00215801	1.90194
60	9	0.254124	0.558358	1.15124	1.3463	133.742	3894.46	0.00215381	1.82417
61	9	0.261152	0.546721	1.1533	1.32509	133.4	3892.34	0.00214948	1.74772
62	9	0.26825	0.535039	1.15542	1.3023	133.048	3890.15	0.00214501	1.67264
63	9	0.275418	0.523317	1.15762	1.27783	132.686	3887.9	0.00214041	1.59899
64	9	0.282654	0.511559	1.15988	1.25156	132.313	3885.57	0.00213567	1.52681
65	9	0.289955	0.499771	1.16221	1.22337	131.929	3883.17	0.00213079	1.45614
66	9	0.297321	0.487957	1.16461	1.19314	131.533	3880.69	0.00212575	1.38703
67	9	0.304749	0.476122	1.16709	1.16073	131.126	3878.14	0.00212057	1.3195
68	9	0.312238	0.464269	1.16964	1.126	130.707	3875.5	0.00211523	1.2536
69	9	0.319784	0.452403	1.17227	1.08881	130.276	3872.78	0.00210974	1.18936
70	9	0.327388	0.44053	1.17499	1.04901	129.833	3869.97	0.00210409	1.1268
71	9	0.335045	0.428652	1.17778	1.00643	129.378	3867.08	0.00209827	1.06595
72	9	0.342754	0.416774	1.18065	0.960919	128.91	3864.11	0.0020923	1.00684
73	9	0.350513	0.404901	1.18361	0.912293	128.429	3861.04	0.00208616	0.94948
74	9	0.35832	0.393036	1.18664	0.860369	127.937	3857.89	0.00207985	0.893893
75	9	0.366171	0.381184	1.18977	0.804948	127.431	3854.64	0.00207338	0.840092
76	9	0.374065	0.369348	1.19297	0.745815	126.914	3851.31	0.00206674	0.788089
77	9	0.381987	0.357544	1.19558	0.701024	126.493	3848.59	0.00206135	0.737927
78	9	0.389869	0.345851	1.1971	0.684229	126.249	3847.01	0.00205822	0.689889
79	9	0.397719	0.334249	1.19885	0.661143	125.968	3845.19	0.00205461	0.643836
80	9	0.405543	0.322729	1.20036	0.644063	125.725	3843.61	0.00205149	0.599694
81	9	0.413399	0.311205	1.20235	0.614254	125.406	3841.54	0.00204739	0.557119
82	9	0.421248	0.299737	1.20399	0.593447	125.144	3839.83	0.00204402	0.51632
83	9	0.429147	0.288243	1.20627	0.555115	124.779	3837.45	0.00203933	0.477002
84	9	0.437032	0.276815	1.20793	0.532621	124.514	3835.71	0.00203591	0.43947
85	9	0.444961	0.26537	1.2102	0.493288	124.151	3833.33	0.00203124	0.403439
86	9	0.452902	0.253956	1.21243	0.454247	123.798	3831.01	0.00202668	0.369061
87	9	0.460846	0.242586	1.21444	0.419952	123.478	3828.9	0.00202256	0.336353
88	9	0.46882	0.231221	1.21707	0.367487	123.061	3826.15	0.00201718	0.305195
89	9	0.476783	0.219918	1.21914	0.328531	122.733	3823.98	0.00201295	0.27573
90	9	0.484754	0.208649	1.22143	0.281877	122.37	3821.57	0.00200826	0.247857
91	9	0.492736	0.197413	1.22427	0.217726	121.921	3818.59	0.00200246	0.221564
92	9	0.500699	0.186248	1.22636	0.1717	121.593	3816.4	0.00199821	0.196915
93	9	0.508655	0.175131	1.22873	0.11498	121.22	3813.91	0.00199338	0.173832
94	9	0.516603	0.16407	1.23165	0.0390639	120.762	3810.84	0.00198745	0.15231
95	9	0.524533	0.153091	1.2349	0	120.253	3807.42	0.00198085	0.132373
96	9	0.532452	0.142217	1.23929	0	119.567	3802.79	0.00197195	0.114015
97	9	0.540374	0.131467	1.24513	0	118.66	3796.64	0.00196016	0.0972282
98	9	0.548298	0.120865	1.25179	0	117.629	3789.6	0.00194674	0.0819976
99	9	0.556222	0.110423	1.25894	0	116.528	3782.04	0.00193238	0.0682835
100	9	0.564142	0.100149	1.2664	0	115.386	3774.13	0.00191745	0.0560329
101	9	0.572053	0.0900484	1.27407	0	114.22	3765.98	0.00190217	0.0451865
102	9	0.57995	0.080125	1.2819	0	113.037	3757.66	0.00188665	0.035682
103	9	0.587825	0.0703825	1.28984	0	111.845	3749.2	0.00187096	0.0274559
104	9	0.595672	0.0608243	1.29788	0	110.647	3740.62	0.00185516	0.0204439
105	9	0.603484	0.0514538	1.306	0	109.444	3731.94	0.00183927	0.0145816
106	9	0.61124	0.0422891	1.31418	0	108.241	3723.18	0.00182332	0.00981178
107	9	0.618383	0.0339736	1.32237	0	107.046	3714.41	0.00180746	0.00630381
108	9	0.619277	0.0329468	1.33033	0	105.892	3705.86	0.0017921	0.00592511
109	9	0.621274	0.0306858	1.33773	0	104.827	3697.9	0.0017779	0.00513503
110	9	0.624413	0.0271719	1.34416	0	103.907	3690.98	0.0017656	0.00402223
111	9	0.628742	0.0223725	1.34925	0	103.183	3685.5	0.0017559	0.00272433
112	9	0.634285	0.01627	1.35273	0	102.69	3681.74	0.00174929	0.00143985
113	9	0.641076	0.00882636	1.35447	0	102.445	3679.87	0.001746	0.000423618
114	9	0.649139	0	1.35447	0	102.445	3679.87	0.001746	0

0	10	0.0101426	1.00006	1.15268	0.726428	133.503	3892.98	0.00215078	5.93262
1	10	0.0112456	0.998193	1.15172	0.750834	133.661	3893.96	0.00215279	5.91053
2	10	0.0124541	0.996139	1.1507	0.776973	133.83	3895	0.00215493	5.88631
3	10	0.0137684	0.993898	1.14962	0.804699	134.01	3896.11	0.0021572	5.85994
4	10	0.0151886	0.991471	1.14849	0.833857	134.198	3897.28	0.00215959	5.83143
5	10	0.016715	0.988854	1.14731	0.864286	134.394	3898.48	0.00216207	5.80075
6	10	0.0183477	0.986046	1.14609	0.89582	134.596	3899.73	0.00216464	5.76791
7	10	0.0200869	0.983046	1.14484	0.92829	134.804	3901.01	0.00216727	5.7329
8	10	0.0219331	0.979851	1.14357	0.961524	135.017	3902.32	0.00216996	5.69571
9	10	0.0238864	0.97646	1.14228	0.995348	135.232	3903.64	0.00217268	5.65634
10	10	0.0259472	0.97287	1.14098	1.02959	135.448	3904.97	0.00217541	5.61479
11	10	0.0281158	0.969079	1.13969	1.06408	135.664	3906.29	0.00217815	5.57106
12	10	0.0303925	0.965086	1.1384	1.09865	135.879	3907.61	0.00218087	5.52515
13	10	0.0327776	0.960888	1.13713	1.13313	136.092	3908.91	0.00218356	5.47707
14	10	0.0352715	0.956483	1.13588	1.16736	136.301	3910.18	0.00218619	5.42682
15	10	0.0378746	0.951871	1.13467	1.20119	136.504	3911.42	0.00218876	5.37441
16	10	0.0405871	0.94705	1.1335	1.23447	136.701	3912.62	0.00219124	5.31987
17	10	0.0434095	0.942017	1.13237	1.26706	136.89	3913.77	0.00219363	5.26321
18	10	0.0463421	0.936773	1.1313	1.29883	137.07	3914.86	0.0021959	5.20445
19	10	0.0493851	0.931316	1.13029	1.32967	137.239	3915.89	0.00219804	5.14363
20	10	0.0525388	0.925645	1.12935	1.35944	137.398	3916.85	0.00220004	5.08078
21	10	0.0558036	0.919761	1.12847	1.38806	137.544	3917.74	0.00220188	5.01594
22	10	0.0591796	0.913662	1.12768	1.41544	137.678	3918.54	0.00220356	4.94915
23	10	0.062667	0.907351	1.12697	1.44149	137.797	3919.27	0.00220507	4.88047
24	10	0.0662659	0.900827	1.12635	1.46615	137.902	3919.9	0.00220639	4.80996
25	10	0.0699765	0.894092	1.12582	1.48935	137.991	3920.44	0.00220752	4.73766
26	10	0.0737987	0.887146	1.12538	1.51106	138.065	3920.89	0.00220845	4.66367
27	10	0.0777325	0.879993	1.12504	1.53123	138.123	3921.23	0.00220917	4.58804
28	10	0.0817779	0.872634	1.12479	1.54984	138.164	3921.48	0.00220969	4.51085
29	10	0.0859345	0.865072	1.12465	1.56689	138.189	3921.63	0.00221	4.4322
30	10	0.0902023	0.85731	1.1246	1.58236	138.197	3921.68	0.00221011	4.35216
31	10	0.0945807	0.849352	1.12465	1.59627	138.188	3921.63	0.00221	4.27084
32	10	0.0990695	0.841201	1.1248	1.60862	138.163	3921.48	0.00220968	4.18832
33	10	0.103668	0.832861	1.12504	1.61945	138.122	3921.23	0.00220916	4.10471
34	10	0.108376	0.824336	1.12538	1.62877	138.065	3920.88	0.00220844	4.02011
35	10	0.113192	0.815632	1.12582	1.63664	137.992	3920.44	0.00220752	3.93462
36	10	0.118117	0.806753	1.12634	1.64308	137.903	3919.91	0.00220641	3.84834
37	10	0.123148	0.797704	1.12695	1.64814	137.8	3919.29	0.00220511	3.76139
38	10	0.128286	0.788489	1.12765	1.65188	137.683	3918.58	0.00220363	3.67386
39	10	0.133528	0.779115	1.12843	1.65434	137.552	3917.78	0.00220198	3.58587
40	10	0.138875	0.769587	1.12929	1.65558	137.408	3916.91	0.00220016	3.49751
41	10	0.144325	0.75991	1.13022	1.65563	137.251	3915.96	0.00219819	3.4089
42	10	0.149876	0.750089	1.13122	1.65456	137.082	3914.93	0.00219605	3.32013
43	10	0.155528	0.74013	1.1323	1.6524	136.901	3913.84	0.00219378	3.2313
44	10	0.16128	0.730038	1.13344	1.64919	136.71	3912.67	0.00219136	3.14252
45	10	0.167129	0.719819	1.13465	1.64498	136.507	3911.44	0.0021888	3.05389
46	10	0.173075	0.709479	1.13592	1.63978	136.295	3910.14	0.00218611	2.96549
47	10	0.179116	0.699021	1.13725	1.63363	136.072	3908.78	0.0021833	2.87741
48	10	0.185251	0.688453	1.13864	1.62653	135.84	3907.36	0.00218037	2.78976
49	10	0.191478	0.677779	1.14009	1.6185	135.598	3905.88	0.00217731	2.70261
50	10	0.197795	0.667005	1.14159	1.60953	135.347	3904.35	0.00217414	2.61605
51	10	0.204202	0.656135	1.14315	1.59962	135.087	3902.75	0.00217085	2.53016
52	10	0.210696	0.645175	1.14476	1.58874	134.818	3901.1	0.00216745	2.44501
53	10	0.217277	0.634129	1.14643	1.57687	134.54	3899.39	0.00216393	2.36069
54	10	0.223941	0.623004	1.14816	1.56397	134.254	3897.62	0.0021603	2.27727
55	10	0.230689	0.611803	1.14994	1.54999	133.958	3895.79	0.00215654	2.19481
56	10	0.237517	0.600532	1.15178	1.53488	133.652	3893.9	0.00215268	2.11338
57	10	0.244425	0.589195	1.15367	1.51858	133.338	3891.95	0.00214869	2.03305
58	10	0.251411	0.577798	1.15563	1.50101	133.014	3889.94	0.00214457	1.95387
59	10	0.258472	0.566345	1.15765	1.48208	132.68	3887.86	0.00214034	1.87591
60	10	0.265608	0.554841	1.15973	1.46173	132.336	3885.72	0.00213597	1.79922
61	10	0.272817	0.543291	1.16188	1.43983	131.982	3883.51	0.00213147	1.72385
62	10	0.280097	0.531698	1.1641	1.41631	131.618	3881.22	0.00212683	1.64986
63	10	0.287446	0.520068	1.16638	1.39104	131.242	3878.87	0.00212205	1.57728
64	10	0.294862	0.508406	1.16874	1.36391	130.856	3876.43	0.00211712	1.50617
65	10	0.302344	0.496715	1.17117	1.3348	130.458	3873.92	0.00211205	1.43656
66	10	0.30989	0.485	1.17367	1.30359	130.048	3871.34	0.00210683	1.3685
67	10	0.317497	0.473266	1.17625	1.27014	129.627	3868.67	0.00210146	1.30201
68	10	0.325165	0.461517	1.17891	1.23431	129.193	3865.91	0.00209592	1.23713
69	10	0.33289	0.449756	1.18165	1.19597	128.748	3863.08	0.00209023	1.17389
70	10	0.340671	0.437989	1.18446	1.15497	128.29	3860.15	0.00208438	1.11232
71	10	0.348505	0.42622	1.18736	1.11115	127.82	3857.14	0.00207836	1.05244
72	10	0.356391	0.414452	1.19035	1.06435	127.337	3854.04	0.00207218	0.994274
73	10	0.364326	0.402689	1.19341	1.0144	126.842	3850.85	0.00206583	0.937839
74	10	0.372307	0.390937	1.19657	0.961116	126.335	3847.57	0.00205932	0.883152
75	10	0.380332	0.379198	1.1998	0.904311	125.815	3844.2	0.00205264	0.830227
76	10	0.388379	0.367499	1.20246	0.861776	125.389	3841.43	0.00204717	0.779161
77	10	0.396373	0.355931	1.20405	0.846912	125.134	3839.76	0.00204389	0.730281
78	10	0.404338	0.344448	1.20587	0.825935	124.843	3837.86	0.00204015	0.683344
79	10	0.412274	0.333051	1.20747	0.810953	124.588	3836.19	0.00203686	0.638312
80	10	0.420249	0.321642	1.20953	0.783573	124.259	3834.04	0.00203263	0.594784
81	10	0.428214	0.310295	1.21125	0.765158	123.984	3832.23	0.00202909	0.55303
82	10	0.436239	0.298911	1.21361	0.729701	123.61	3829.77	0.00202426	0.512687
83	10	0.444243	0.287604	1.21537	0.709935	123.33	3827.93	0.00202065	0.474145
84	10	0.4523	0.27627	1.21773	0.673866	122.956	3825.46	0.00201583	0.437039
85	10	0.46037	0.264967	1.22004	0.638318	122.59	3823.03	0.00201109	0.401563
86	10	0.468441	0.253713	1.22216	0.607659	122.255	3820.81	0.00200678	0.367748
87	10	0.476553	0.242452	1.22488	0.559576	121.826	3817.95	0.00200122	0.335423
88	10	0.484648	0.231264	1.22707	0.525023	121.481	3815.65	0.00199676	0.304801
89	10	0.492754	0.220107	1.22948	0.483372	121.102	3813.12	0.00199185	0.275738
90	10	0.500882	0.208971	1.23243	0.425235	120.639	3810.01	0.00198585	0.248207
91	10	0.508983	0.197921	1.23466	0.385288	120.29	3807.67	0.00198133	0.222339
92	10	0.517083	0.186914	1.23718	0.335658	119.896	3805.01	0.00197622	0.198004
93	10	0.525185	0.175953	1.24024	0.268377	119.42	3801.8	0.00197003	0.17519
94	10	0.53326	0.165073	1.24277	0.212679	119.026	3799.13	0.00196492	0.153948
95	10	0.541308	0.154269	1.24514	0.158341	118.658	3796.63	0.00196013	0.134225
96	10	0.549338	0.143529	1.24814	0.081927	118.192	3793.45	0.00195407	0.115975
97	10	0.557337	0.132875	1.25146	0	117.679	3789.95	0.00194739	0.0992088
98	10	0.565298	0.122338	1.25521	0	117.101	3785.98	0.00193986	0.0839276
99	10	0.573242	0.11193	1.26082	0	116.239	3780.04	0.00192861	0.0700954
100	10	0.581171	0.101677	1.26747	0	115.223	3772.99	0.00191532	0.0577006
101	10	0.589082	0.0915941	1.27471	0	114.123	3765.31	0.00190091	0.0467026
102	10	0.59697	0.0816916	1.2823	0	112.977	3757.23	0.00188585	0.0370467
